,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.634,0.231,0.595,0.448,0.342,0.935,0.624,0.994,0.378,0.216,0.467
1911-1920,0.634,0.0,0.349,0.06,0.192,0.799,0.671,0.623,0.726,0.418,0.495,0.762
1921-1930,0.231,0.349,0.0,0.188,0.304,1.0,0.649,0.716,0.713,0.214,0.605,0.481
1931-1940,0.595,0.06,0.188,0.0,0.759,0.289,0.883,0.199,0.948,0.32,0.159,0.042
1941-1950,0.448,0.192,0.304,0.759,0.0,0.676,0.676,0.281,1.0,0.515,0.315,0.25
1951-1960,0.342,0.799,1.0,0.289,0.676,0.0,0.657,0.914,1.0,0.598,1.0,0.953
1961-1970,0.935,0.671,0.649,0.883,0.676,0.657,0.0,0.902,1.0,0.969,0.775,0.526
1971-1980,0.624,0.623,0.716,0.199,0.281,0.914,0.902,0.0,0.908,0.442,0.774,0.491
1981-1990,0.994,0.726,0.713,0.948,1.0,1.0,1.0,0.908,0.0,0.935,0.885,0.836
1991-2000,0.378,0.418,0.214,0.32,0.515,0.598,0.969,0.442,0.935,0.0,0.304,0.272
2001-2010,0.216,0.495,0.605,0.159,0.315,1.0,0.775,0.774,0.885,0.304,0.0,0.836
2011-2018,0.467,0.762,0.481,0.042,0.25,0.953,0.526,0.491,0.836,0.272,0.836,0.0
