,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.453,0.041,0.786,0.065,0.31,0.134,0.054,0.155,0.03,0.158,0.059
1911-1920,0.453,0.0,0.066,0.567,0.0,0.176,0.013,0.004,0.003,0.011,0.033,0.208
1921-1930,0.041,0.066,0.0,0.213,0.001,0.038,0.033,0.006,0.055,0.001,0.006,0.002
1931-1940,0.786,0.567,0.213,0.0,0.097,0.35,0.524,0.289,0.38,0.149,0.339,0.3
1941-1950,0.065,0.0,0.001,0.097,0.0,0.004,0.871,0.839,0.204,0.286,0.319,0.004
1951-1960,0.31,0.176,0.038,0.35,0.004,0.0,0.105,0.009,0.533,0.02,0.205,0.199
1961-1970,0.134,0.013,0.033,0.524,0.871,0.105,0.0,0.884,0.662,0.606,0.351,0.048
1971-1980,0.054,0.004,0.006,0.289,0.839,0.009,0.884,0.0,0.397,0.749,0.481,0.021
1981-1990,0.155,0.003,0.055,0.38,0.204,0.533,0.662,0.397,0.0,0.125,0.633,0.018
1991-2000,0.03,0.011,0.001,0.149,0.286,0.02,0.606,0.749,0.125,0.0,0.54,0.08
2001-2010,0.158,0.033,0.006,0.339,0.319,0.205,0.351,0.481,0.633,0.54,0.0,0.111
2011-2018,0.059,0.208,0.002,0.3,0.004,0.199,0.048,0.021,0.018,0.08,0.111,0.0
