synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s41895,kurs,1901-1910,1911-1920,0.011910010480301977,0.2176173487321244
s41895,kurs,1911-1920,1921-1930,0.035305672027000794,0.16354097180237384
s41895,kurs,1921-1930,1931-1940,0.010816852871096776,0.3059647052455987
s41895,kurs,1931-1940,1941-1950,0.02692172804864855,0.5317375873477831
s41895,kurs,1941-1950,1951-1960,0.02123690009707897,0.1807561241711284
s41895,kurs,1951-1960,1961-1970,0.06112368623844096,0.3606542274479951
s41895,kurs,1961-1970,1971-1980,0.025615656181542792,0.531133850198515
s41895,kurs,1971-1980,1981-1990,0.011522186735635057,0.5438142134294526
s41895,kurs,1981-1990,1991-2000,0.02024674908812182,0.1780627103566116
s41895,kurs,1991-2000,2001-2010,0.04003291812149135,1.5808560923884032
