timespan_1,timespan_2,distance,drift_magnitude,p_value
1911-1920,1941-1950,3,7.424441837784545,0.0
1921-1930,1941-1950,2,6.394850950903652,0.001
1921-1930,1991-2000,7,5.8306322417392025,0.001
1921-1930,2011-2018,9,5.88648342124581,0.002
1911-1920,1981-1990,7,6.819560945610379,0.003
1941-1950,1951-1960,1,5.678243328454609,0.004
1911-1920,1971-1980,6,6.655416202654566,0.004
1941-1950,2011-2018,7,5.2530049933596805,0.004
1921-1930,2001-2010,8,6.435235642574962,0.006
1921-1930,1971-1980,5,5.6433895685455,0.006
1951-1960,1971-1980,2,5.3273552908546185,0.009
1911-1920,1991-2000,8,5.968740682088226,0.011
1911-1920,1961-1970,5,6.315124513502943,0.013
1981-1990,2011-2018,3,4.978227835723211,0.018
1951-1960,1991-2000,4,4.987129822524597,0.02
1971-1980,2011-2018,4,4.518951926200717,0.021
1901-1910,1991-2000,9,6.298980582613394,0.03
1921-1930,1961-1970,4,5.051799424174495,0.033
1911-1920,2001-2010,9,6.546362673921913,0.033
1921-1930,1951-1960,3,5.63195366725513,0.038
1901-1910,1921-1930,2,7.1018241507833375,0.041
1961-1970,2011-2018,5,4.525358746724879,0.048
