event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1941-1950,1951-1960,5.678243328454609,0.004,1,1951-1960,consecutive
1,1901-1910,1921-1930,7.1018241507833375,0.041,2,"1911-1920,1921-1930",sudden_shift
2,1911-1920,1941-1950,7.424441837784545,0.0,3,"1921-1930,1931-1940,1941-1950",sudden_shift
3,1921-1930,1941-1950,6.394850950903652,0.001,2,"1931-1940,1941-1950",sudden_shift
4,1951-1960,1971-1980,5.3273552908546185,0.009,2,"1961-1970,1971-1980",sudden_shift
5,1951-1960,1991-2000,4.987129822524597,0.02,4,"1961-1970,1971-1980,1981-1990,1991-2000",sudden_shift
6,1961-1970,2011-2018,4.525358746724879,0.048,5,"1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
7,1971-1980,2011-2018,4.518951926200717,0.021,4,"1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
8,1981-1990,2011-2018,4.978227835723211,0.018,3,"1991-2000,2001-2010,2011-2018",sudden_shift
