timespan_1,timespan_2,distance,drift_magnitude,p_value
1911-1920,2001-2010,9,4.224012510192073,0.006
1911-1920,1931-1940,2,4.304326412502649,0.009
1911-1920,1961-1970,5,4.796927547811282,0.009
1901-1910,2001-2010,10,4.383050364563293,0.028
1941-1950,1961-1970,2,5.127956186278389,0.035
1901-1910,1961-1970,6,4.40538785772726,0.036
1911-1920,1981-1990,7,4.608279814992893,0.042
1911-1920,2011-2018,10,4.110005960527408,0.043
1911-1920,1971-1980,6,4.3436083061254305,0.045
1911-1920,1921-1930,1,4.068581479642944,0.045
