synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10649,zeitung,1901-1910,1911-1920,0.007139130503245542,0.28988300576343573
s10649,zeitung,1911-1920,1921-1930,0.008234855501742144,0.14425180793344572
s10649,zeitung,1921-1930,1931-1940,0.008944325646601024,0.29325489478438677
s10649,zeitung,1931-1940,1941-1950,0.011732978697865777,0.1526955978642058
s10649,zeitung,1941-1950,1951-1960,0.012764477478130698,0.07345350649483255
s10649,zeitung,1951-1960,1961-1970,0.009138979625920307,0.0924017177612027
s10649,zeitung,1961-1970,1971-1980,0.010505181194335893,0.3991136996898257
s10649,zeitung,1971-1980,1981-1990,0.011645574023005817,0.15881240531161106
s10649,zeitung,1981-1990,1991-2000,0.022430758727482406,0.15329792430355152
s10649,zeitung,1991-2000,2001-2010,0.013317949104510242,0.2649346381399504
