synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s110427,fuß,1901-1910,1911-1920,0.10698090534384641,0.06737089693107377
s110427,fuß,1911-1920,1921-1930,0.11506329686209851,0.08029790545810528
s110427,fuß,1921-1930,1931-1940,0.11816215427177996,0.10875424144788391
s110427,fuß,1931-1940,1941-1950,0.10500695839158355,0.056454414002268576
s110427,fuß,1941-1950,1951-1960,0.8276108669657417,0.9535184472470425
s110427,fuß,1951-1960,1961-1970,0.6391262063454628,0.28810855653818196
s110427,fuß,1961-1970,1971-1980,0.8175590259148849,0.13206424326398652
s110427,fuß,1971-1980,1981-1990,0.6584761230763295,0.2197143863142615
s110427,fuß,1981-1990,1991-2000,0.2629250879201993,0.17238448172434828
s110427,fuß,1991-2000,2001-2010,0.3491597852478251,0.08319716878539943
