timespan_1,timespan_2,distance,drift_magnitude,p_value
1941-1950,1991-2000,5,17.01340994316633,0.002
1921-1930,2001-2010,8,14.782982751139135,0.008
1931-1940,2011-2018,8,11.25873655567023,0.009
1941-1950,2001-2010,6,17.420326915588763,0.009
1921-1930,1991-2000,7,15.040531521319885,0.011
1911-1920,1941-1950,3,18.687376504588418,0.011
1931-1940,2001-2010,7,9.919888198167316,0.013
1901-1910,1911-1920,1,9.739970217243254,0.018
1921-1930,2011-2018,9,16.001135401579106,0.026
1901-1910,1941-1950,4,17.220216469680597,0.027
1901-1910,2001-2010,10,8.696211368791014,0.028
1901-1910,1921-1930,2,15.762791075898894,0.029
1911-1920,1921-1930,1,15.135814939473248,0.032
1941-1950,2011-2018,7,18.191080619200388,0.033
1901-1910,1961-1970,6,15.823338536485691,0.034
1911-1920,1931-1940,2,10.692600762836596,0.037
1911-1920,2011-2018,10,9.185638209017778,0.038
1901-1910,1991-2000,9,8.215790875933108,0.042
