,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.018,0.029,0.509,0.027,0.47,0.034,0.309,0.174,0.042,0.028,0.081
1911-1920,0.018,0.0,0.032,0.037,0.011,0.308,0.067,0.276,0.135,0.064,0.076,0.038
1921-1930,0.029,0.032,0.0,0.181,0.304,0.337,0.327,0.099,0.29,0.011,0.008,0.026
1931-1940,0.509,0.037,0.181,0.0,0.051,0.393,0.457,0.125,0.243,0.098,0.013,0.009
1941-1950,0.027,0.011,0.304,0.051,0.0,0.347,0.358,0.1,0.096,0.002,0.009,0.033
1951-1960,0.47,0.308,0.337,0.393,0.347,0.0,0.657,0.805,0.905,0.505,0.23,0.136
1961-1970,0.034,0.067,0.327,0.457,0.358,0.657,0.0,0.295,0.609,0.232,0.094,0.072
1971-1980,0.309,0.276,0.099,0.125,0.1,0.805,0.295,0.0,0.683,0.366,0.441,0.609
1981-1990,0.174,0.135,0.29,0.243,0.096,0.905,0.609,0.683,0.0,0.473,0.351,0.693
1991-2000,0.042,0.064,0.011,0.098,0.002,0.505,0.232,0.366,0.473,0.0,0.655,0.417
2001-2010,0.028,0.076,0.008,0.013,0.009,0.23,0.094,0.441,0.351,0.655,0.0,0.272
2011-2018,0.081,0.038,0.026,0.009,0.033,0.136,0.072,0.609,0.693,0.417,0.272,0.0
