,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.035,0.761,0.033,0.579,0.119,0.264,0.786,0.256,0.189,0.022,0.074
1911-1920,0.035,0.0,0.037,0.036,0.039,0.09,0.093,0.287,0.149,0.26,0.076,0.014
1921-1930,0.761,0.037,0.0,0.022,0.407,0.203,0.08,0.35,0.106,0.028,0.019,0.001
1931-1940,0.033,0.036,0.022,0.0,0.104,0.677,0.241,0.231,0.329,0.009,0.388,0.074
1941-1950,0.579,0.039,0.407,0.104,0.0,0.384,0.309,0.542,0.284,0.205,0.151,0.063
1951-1960,0.119,0.09,0.203,0.677,0.384,0.0,0.209,0.584,0.602,0.145,0.857,0.408
1961-1970,0.264,0.093,0.08,0.241,0.309,0.209,0.0,0.824,0.696,0.304,0.252,0.122
1971-1980,0.786,0.287,0.35,0.231,0.542,0.584,0.824,0.0,0.571,0.477,0.374,0.304
1981-1990,0.256,0.149,0.106,0.329,0.284,0.602,0.696,0.571,0.0,0.788,0.302,0.121
1991-2000,0.189,0.26,0.028,0.009,0.205,0.145,0.304,0.477,0.788,0.0,0.003,0.001
2001-2010,0.022,0.076,0.019,0.388,0.151,0.857,0.252,0.374,0.302,0.003,0.0,0.178
2011-2018,0.074,0.014,0.001,0.074,0.063,0.408,0.122,0.304,0.121,0.001,0.178,0.0
