event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,2001-2010,2011-2018,9.507693863748536,0.009,1,2011-2018,consecutive
1,1911-1920,2001-2010,8.993890008995969,0.043,9,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
2,1921-1930,2001-2010,7.15842759174474,0.027,8,"1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
3,1961-1970,2001-2010,9.641570426154392,0.043,4,"1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
4,1971-1980,1991-2000,14.486445949248957,0.042,2,"1981-1990,1991-2000",sudden_shift
5,1971-1980,2001-2010,15.385821019844549,0.042,3,"1981-1990,1991-2000,2001-2010",sudden_shift
