,1901-1910,1911-1920,1921-1930,1931-1940,1971-1980,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.642,0.42,0.338,0.182,0.402,0.293,0.79
1911-1920,0.642,0.0,0.659,0.05,0.159,0.859,0.087,0.629
1921-1930,0.42,0.659,0.0,1.0,1.0,1.0,1.0,1.0
1931-1940,0.338,0.05,1.0,0.0,0.679,1.0,1.0,0.404
1971-1980,0.182,0.159,1.0,0.679,0.0,1.0,0.323,0.233
1991-2000,0.402,0.859,1.0,1.0,1.0,0.0,1.0,1.0
2001-2010,0.293,0.087,1.0,1.0,0.323,1.0,0.0,0.211
2011-2018,0.79,0.629,1.0,0.404,0.233,1.0,0.211,0.0
