,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1991-2000,2001-2010,2011-2018
1921-1930,0.0,0.787,0.937,0.741,0.827,0.695,0.855,0.803,0.763
1931-1940,0.787,0.0,0.158,0.241,0.251,0.168,0.184,0.321,0.254
1941-1950,0.937,0.158,0.0,0.386,0.759,0.286,0.834,0.528,0.661
1951-1960,0.741,0.241,0.386,0.0,0.823,0.178,0.241,0.661,0.261
1961-1970,0.827,0.251,0.759,0.823,0.0,0.344,0.689,0.881,0.45
1971-1980,0.695,0.168,0.286,0.178,0.344,0.0,0.448,0.446,0.45
1991-2000,0.855,0.184,0.834,0.241,0.689,0.448,0.0,0.764,0.734
2001-2010,0.803,0.321,0.528,0.661,0.881,0.446,0.764,0.0,0.419
2011-2018,0.763,0.254,0.661,0.261,0.45,0.45,0.734,0.419,0.0
