,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.606,1.0,0.316,1.0,1.0,0.396,1.0,1.0
1911-1920,0.606,0.0,0.417,0.363,0.139,0.733,0.137,0.838,0.059
1921-1930,1.0,0.417,0.0,0.688,1.0,0.68,0.395,1.0,0.758
1931-1940,0.316,0.363,0.688,0.0,0.337,0.667,0.859,0.688,0.401
1941-1950,1.0,0.139,1.0,0.337,0.0,1.0,0.208,1.0,0.272
1951-1960,1.0,0.733,0.68,0.667,1.0,0.0,0.393,1.0,0.394
1991-2000,0.396,0.137,0.395,0.859,0.208,0.393,0.0,1.0,0.446
2001-2010,1.0,0.838,1.0,0.688,1.0,1.0,1.0,0.0,0.719
2011-2018,1.0,0.059,0.758,0.401,0.272,0.394,0.446,0.719,0.0
