synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s11135,kartenspiel,1901-1910,1911-1920,0.025093106017021655,0.11888591472242332
s11135,kartenspiel,1911-1920,1921-1930,0.021318349069773004,0.36521529634016153
s11135,kartenspiel,1921-1930,1931-1940,0.05548961018071051,1.0518719582863945
s11135,kartenspiel,1931-1940,1941-1950,0.045902996402861475,0.3257657401494048
s11135,kartenspiel,1941-1950,1951-1960,0.10211090749267879,1.7807833695813784
s11135,kartenspiel,1951-1960,1961-1970,0.010773513094893671,0.5813937842073768
s11135,kartenspiel,1961-1970,1971-1980,0.12993746935761052,0.2470425296503853
s11135,kartenspiel,1971-1980,1981-1990,0.038996361209043595,0.1383872968176926
s11135,kartenspiel,1981-1990,1991-2000,0.03052257442840077,0.14292279679874711
s11135,kartenspiel,1991-2000,2001-2010,0.01148279880773424,0.2250254491299812
