timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1911-1920,1,5.6798249138337,0.0
1901-1910,1921-1930,2,5.5267043204369335,0.0
1901-1910,2001-2010,10,6.1870817125939785,0.0
1901-1910,1991-2000,9,5.9324409070691395,0.0
1901-1910,2011-2018,11,5.158031132629786,0.0
1911-1920,2011-2018,10,5.7021108744937585,0.0
1921-1930,2011-2018,9,5.5436085902908925,0.0
1901-1910,1981-1990,8,7.261777930607582,0.002
1951-1960,1981-1990,3,8.797231234849663,0.012
1981-1990,2001-2010,2,7.107741640336588,0.013
1981-1990,2011-2018,3,6.511119160682871,0.014
1951-1960,2001-2010,5,8.37164721806762,0.021
1981-1990,1991-2000,1,6.939193743239049,0.025
1911-1920,1991-2000,8,5.977373226175112,0.027
1921-1930,1981-1990,6,6.37467114475891,0.034
1931-1940,2001-2010,7,6.700115100612364,0.037
1901-1910,1971-1980,7,8.40594543721653,0.041
