synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s6029,klappe,1901-1910,1911-1920,0.020302765253733625,0.2840738289810738
s6029,klappe,1911-1920,1921-1930,0.011009306104746984,0.08024336783972612
s6029,klappe,1921-1930,1931-1940,0.01273443305833837,0.25952956383505216
s6029,klappe,1931-1940,1941-1950,0.012599964217381307,0.08568333713673576
s6029,klappe,1941-1950,1951-1960,0.009831946822346121,0.21973493715360737
s6029,klappe,1951-1960,1961-1970,0.017374089463153008,0.2911700335965493
s6029,klappe,1961-1970,1971-1980,0.016625446768902395,0.18708131466158323
s6029,klappe,1971-1980,1981-1990,0.01844299635148505,0.10182926597087485
s6029,klappe,1981-1990,1991-2000,0.011663583851458548,0.128619702511935
s6029,klappe,1991-2000,2001-2010,0.01679122717338354,0.041682262600969744
