timespan_1,timespan_2,distance,drift_magnitude,p_value
1911-1920,2011-2018,9,349.7682473794483,0.016
1971-1980,2011-2018,3,524.0047197446557,0.024
1941-1950,2011-2018,6,296.36568383474895,0.036
1941-1950,1971-1980,3,428.9074178060306,0.041
