,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018
1901-1910,0.0,248.46109699131742,230.57711173279333,194.2001440418292,207.99022283434215,243.79678078990608,248.76983447997335,428.0518884800139,274.38516576375315,331.4625995107244,273.52101340003594
1911-1920,248.46109699131742,0.0,220.28676584717246,234.48864544958633,212.6648712607175,285.73229664433103,251.48971092586407,361.7873594232788,328.74622776946404,386.2417593661347,349.7682473794483
1921-1930,230.57711173279333,220.28676584717246,0.0,209.34955037364298,222.69021564992977,274.87049460303183,241.8187923763848,377.3377579534833,324.9101293035805,339.46209925100106,308.05399440712597
1931-1940,194.2001440418292,234.48864544958633,209.34955037364298,0.0,199.99507366896435,214.89587671651378,247.34403571369367,414.6320061659924,269.89392530599923,301.4361554571329,242.7853656644262
1941-1950,207.99022283434215,212.6648712607175,222.69021564992977,199.99507366896435,0.0,258.40732075590694,195.94164442794732,428.9074178060306,264.01098539152974,366.46582908329566,296.36568383474895
1951-1960,243.79678078990608,285.73229664433103,274.87049460303183,214.89587671651378,258.40732075590694,0.0,291.0016853974588,436.0659592179732,289.17040468350916,318.17513002522486,242.4816804624869
1961-1970,248.76983447997335,251.48971092586407,241.8187923763848,247.34403571369367,195.94164442794732,291.0016853974588,0.0,447.39504039757963,301.25733015048735,399.52461055666845,316.85340040911274
1971-1980,428.0518884800139,361.7873594232788,377.3377579534833,414.6320061659924,428.9074178060306,436.0659592179732,447.39504039757963,0.0,509.7900732833835,498.934242815962,524.0047197446557
1981-1990,274.38516576375315,328.74622776946404,324.9101293035805,269.89392530599923,264.01098539152974,289.17040468350916,301.25733015048735,509.7900732833835,0.0,407.73083962576527,287.94984658253173
2001-2010,331.4625995107244,386.2417593661347,339.46209925100106,301.4361554571329,366.46582908329566,318.17513002522486,399.52461055666845,498.934242815962,407.73083962576527,0.0,338.4350630844631
2011-2018,273.52101340003594,349.7682473794483,308.05399440712597,242.7853656644262,296.36568383474895,242.4816804624869,316.85340040911274,524.0047197446557,287.94984658253173,338.4350630844631,0.0
