synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s51065,richtung,1911-1920,1931-1940,0.17155540812861733,0.3045628620696527
s51065,richtung,1931-1940,1941-1950,0.252819367459956,3.3982809955722173
