,1911-1920,1931-1940,1941-1950,1971-1980
1911-1920,0.0,15.443868282770334,16.502831850728285,22.159195185670423
1931-1940,15.443868282770334,0.0,8.924099905566163,17.33267080575178
1941-1950,16.502831850728285,8.924099905566163,0.0,18.871544330582488
1971-1980,22.159195185670423,17.33267080575178,18.871544330582488,0.0
