,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.053,0.675,0.151,0.228,0.087,0.017,0.166,0.335,0.399,0.254,0.302
1911-1920,0.053,0.0,0.478,0.165,0.394,0.606,0.081,0.05,0.069,0.055,0.15,0.183
1921-1930,0.675,0.478,0.0,0.815,0.542,0.769,0.458,0.164,0.65,0.786,0.856,0.777
1931-1940,0.151,0.165,0.815,0.0,0.295,0.181,0.383,0.098,0.244,0.31,0.288,0.295
1941-1950,0.228,0.394,0.542,0.295,0.0,0.632,0.472,0.067,0.344,0.26,0.442,0.217
1951-1960,0.087,0.606,0.769,0.181,0.632,0.0,0.07,0.108,0.325,0.241,0.454,0.371
1961-1970,0.017,0.081,0.458,0.383,0.472,0.07,0.0,0.045,0.066,0.192,0.124,0.067
1971-1980,0.166,0.05,0.164,0.098,0.067,0.108,0.045,0.0,0.919,0.103,0.309,0.102
1981-1990,0.335,0.069,0.65,0.244,0.344,0.325,0.066,0.919,0.0,0.423,0.628,0.472
1991-2000,0.399,0.055,0.786,0.31,0.26,0.241,0.192,0.103,0.423,0.0,0.71,0.678
2001-2010,0.254,0.15,0.856,0.288,0.442,0.454,0.124,0.309,0.628,0.71,0.0,0.809
2011-2018,0.302,0.183,0.777,0.295,0.217,0.371,0.067,0.102,0.472,0.678,0.809,0.0
