synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s7930,pflaster,1901-1910,1911-1920,0.021788151884035732,0.6024597169484437
s7930,pflaster,1911-1920,1921-1930,0.04065967623737582,0.1214936298024061
s7930,pflaster,1921-1930,1931-1940,0.14656896403531047,1.9118608224170472
s7930,pflaster,1931-1940,1941-1950,0.023406590352981503,0.09001717551919937
s7930,pflaster,1941-1950,1951-1960,0.10972939864582068,0.15471855313536906
s7930,pflaster,1951-1960,1961-1970,0.06949347098437675,0.12614944741715245
s7930,pflaster,1961-1970,1971-1980,0.04593209453751088,0.05059871364456583
s7930,pflaster,1971-1980,1981-1990,0.07042793581510814,0.6418919464299105
s7930,pflaster,1981-1990,1991-2000,0.04781132192624412,0.167970030048231
s7930,pflaster,1991-2000,2001-2010,0.07295632931424051,0.19437804657017516
