synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s11135,kartenspiel,1901-1910,1911-1920,0.03665934845637334,0.11563280432123771
s11135,kartenspiel,1911-1920,1921-1930,0.05303723559451781,0.14771543145781427
s11135,kartenspiel,1921-1930,1931-1940,0.21143666592064328,0.23806011031345548
s11135,kartenspiel,1931-1940,1941-1950,0.12303914483667773,0.08748945244682008
s11135,kartenspiel,1941-1950,1951-1960,0.6008970141688026,0.8577259489788812
s11135,kartenspiel,1951-1960,1961-1970,0.06142123667460714,0.09873358002494043
s11135,kartenspiel,1961-1970,1971-1980,0.6325294028743061,0.3373309090072089
s11135,kartenspiel,1971-1980,1981-1990,0.1623881628670397,0.07157732879549834
s11135,kartenspiel,1981-1990,1991-2000,0.10008556275123517,0.121382317625169
s11135,kartenspiel,1991-2000,2001-2010,0.08514171169835039,0.058188050880065206
