timespan_1,timespan_2,distance,drift_magnitude,p_value
1921-1930,2011-2018,9,48.35137037133052,0.001
1901-1910,1921-1930,2,41.20682446238525,0.006
2001-2010,2011-2018,1,48.50564920586077,0.007
1921-1930,1931-1940,1,44.43474315050839,0.008
1921-1930,1951-1960,3,63.20196188251367,0.01
1921-1930,1971-1980,5,63.254224232416526,0.014
1901-1910,2001-2010,10,42.1422426661935,0.029
1911-1920,1921-1930,1,39.561479214795575,0.03
1951-1960,2001-2010,5,64.58816976961515,0.031
1921-1930,1961-1970,4,105.0441582529057,0.04
1931-1940,2001-2010,7,46.91513087979663,0.044
1911-1920,2001-2010,9,43.515858700377905,0.047
1971-1980,2001-2010,3,64.92327201407221,0.048
