,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.445,0.431,0.58,0.068,0.922,0.664,0.609,0.783,0.034,0.201,0.081
1911-1920,0.445,0.0,0.254,0.075,0.016,0.089,0.047,0.085,0.015,0.003,0.005,0.0
1921-1930,0.431,0.254,0.0,0.113,0.136,0.583,0.143,0.355,0.037,0.022,0.092,0.094
1931-1940,0.58,0.075,0.113,0.0,0.542,0.259,0.137,0.355,0.17,0.001,0.03,0.005
1941-1950,0.068,0.016,0.136,0.542,0.0,0.208,0.033,0.376,0.001,0.0,0.031,0.027
1951-1960,0.922,0.089,0.583,0.259,0.208,0.0,0.424,0.581,0.127,0.004,0.127,0.083
1961-1970,0.664,0.047,0.143,0.137,0.033,0.424,0.0,0.569,0.015,0.021,0.04,0.102
1971-1980,0.609,0.085,0.355,0.355,0.376,0.581,0.569,0.0,0.067,0.001,0.067,0.173
1981-1990,0.783,0.015,0.037,0.17,0.001,0.127,0.015,0.067,0.0,0.004,0.046,0.001
1991-2000,0.034,0.003,0.022,0.001,0.0,0.004,0.021,0.001,0.004,0.0,0.103,0.016
2001-2010,0.201,0.005,0.092,0.03,0.031,0.127,0.04,0.067,0.046,0.103,0.0,0.391
2011-2018,0.081,0.0,0.094,0.005,0.027,0.083,0.102,0.173,0.001,0.016,0.391,0.0
