,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.266,0.327,0.345,0.428,0.17,0.471,0.22,0.421,0.243,0.006,0.003
1911-1920,0.266,0.0,0.51,0.155,0.51,0.571,0.131,0.095,0.111,0.108,0.0,0.0
1921-1930,0.327,0.51,0.0,0.265,0.886,0.347,0.352,0.024,0.474,0.236,0.001,0.001
1931-1940,0.345,0.155,0.265,0.0,0.656,0.138,0.194,0.017,0.161,0.16,0.0,0.0
1941-1950,0.428,0.51,0.886,0.656,0.0,0.892,0.416,0.1,0.437,0.283,0.016,0.004
1951-1960,0.17,0.571,0.347,0.138,0.892,0.0,0.092,0.056,0.182,0.049,0.017,0.0
1961-1970,0.471,0.131,0.352,0.194,0.416,0.092,0.0,0.046,0.832,0.739,0.016,0.005
1971-1980,0.22,0.095,0.024,0.017,0.1,0.056,0.046,0.0,0.073,0.037,0.103,0.009
1981-1990,0.421,0.111,0.474,0.161,0.437,0.182,0.832,0.073,0.0,0.824,0.011,0.011
1991-2000,0.243,0.108,0.236,0.16,0.283,0.049,0.739,0.037,0.824,0.0,0.011,0.018
2001-2010,0.006,0.0,0.001,0.0,0.016,0.017,0.016,0.103,0.011,0.011,0.0,0.012
2011-2018,0.003,0.0,0.001,0.0,0.004,0.0,0.005,0.009,0.011,0.018,0.012,0.0
