synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s23151,flügel,1901-1910,1911-1920,0.1843016221694294,0.015310971145154019
s23151,flügel,1911-1920,1921-1930,0.13790854640169148,0.05012091672924028
s23151,flügel,1921-1930,1931-1940,0.48089452884316874,0.04885129339306595
s23151,flügel,1931-1940,1941-1950,0.5802713540285004,0.031525571877810604
s23151,flügel,1941-1950,1951-1960,1.2616354200462994,0.2118635370919863
s23151,flügel,1951-1960,1961-1970,0.22545032392721548,0.056151067118864174
s23151,flügel,1961-1970,1971-1980,0.07176167222166141,0.046624845636782764
s23151,flügel,1971-1980,1981-1990,0.09639341068030866,0.05199635548779156
s23151,flügel,1981-1990,1991-2000,0.0653677886788218,0.0551277522877243
s23151,flügel,1991-2000,2001-2010,0.7477751341371432,0.29780898946461826
