synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s26446,flügel,1901-1910,1911-1920,0.01676460886960549,0.7514100233179308
s26446,flügel,1911-1920,1921-1930,0.012559490164523658,0.09984650285547325
s26446,flügel,1921-1930,1931-1940,0.0065350624117692995,0.10946480994085363
s26446,flügel,1931-1940,1941-1950,0.041897576479500896,0.8406729237672379
s26446,flügel,1941-1950,1951-1960,0.05228749442381146,0.5503790440405678
s26446,flügel,1951-1960,1961-1970,0.012603027392349492,0.1371271298513686
s26446,flügel,1961-1970,1971-1980,0.026047710297025743,0.09245407920936474
s26446,flügel,1971-1980,1981-1990,0.025060798851950495,0.10485111934078392
s26446,flügel,1981-1990,1991-2000,0.016019990505097583,0.5340110331319452
s26446,flügel,1991-2000,2001-2010,0.018800746239773757,0.17318852711743918
