event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1951-1960,1961-1970,7.963137234171187,0.026,1,1961-1970,consecutive
1,1921-1930,1951-1960,7.319981787899471,0.042,3,"1931-1940,1941-1950,1951-1960",sudden_shift
