,1901-1910,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990
1901-1910,0.0,567.7798259948696,576.271672796347,791.2156971099981,810.8020466351642,697.1742189900289,767.2636838903369
1931-1940,567.7798259948696,0.0,289.1017574763644,627.1746685441464,577.4023129767633,430.95227316481635,521.6842176532182
1941-1950,576.271672796347,289.1017574763644,0.0,639.2793190874773,573.9640663074678,455.56603560541333,511.04059002727
1951-1960,791.2156971099981,627.1746685441464,639.2793190874773,0.0,707.8674217004691,761.6781282817976,807.183283292482
1961-1970,810.8020466351642,577.4023129767633,573.9640663074678,707.8674217004691,0.0,619.750191270023,679.0164294467935
1971-1980,697.1742189900289,430.95227316481635,455.56603560541333,761.6781282817976,619.750191270023,0.0,546.4840956332705
1981-1990,767.2636838903369,521.6842176532182,511.04059002727,807.183283292482,679.0164294467935,546.4840956332705,0.0
