,1901-1910,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990
1901-1910,0.0,0.692,1.0,1.0,1.0,0.655,1.0
1931-1940,0.692,0.0,0.197,0.304,0.579,0.339,0.855
1941-1950,1.0,0.197,0.0,1.0,1.0,0.813,1.0
1951-1960,1.0,0.304,1.0,0.0,1.0,0.668,1.0
1961-1970,1.0,0.579,1.0,1.0,0.0,0.653,1.0
1971-1980,0.655,0.339,0.813,0.668,0.653,0.0,1.0
1981-1990,1.0,0.855,1.0,1.0,1.0,1.0,0.0
