,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.906,0.512,0.658,1.0,0.904,1.0,0.677,1.0,0.193,0.184,0.588
1911-1920,0.906,0.0,0.768,0.093,0.249,0.886,1.0,0.258,0.81,0.058,0.767,0.629
1921-1930,0.512,0.768,0.0,0.138,0.247,0.566,1.0,0.121,0.25,0.316,0.393,0.687
1931-1940,0.658,0.093,0.138,0.0,1.0,0.321,0.684,0.335,0.332,0.052,0.046,0.141
1941-1950,1.0,0.249,0.247,1.0,0.0,0.747,1.0,1.0,0.659,0.179,0.139,0.627
1951-1960,0.904,0.886,0.566,0.321,0.747,0.0,1.0,0.489,0.683,0.396,0.553,0.553
1961-1970,1.0,1.0,1.0,0.684,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1971-1980,0.677,0.258,0.121,0.335,1.0,0.489,1.0,0.0,0.654,0.171,0.137,0.205
1981-1990,1.0,0.81,0.25,0.332,0.659,0.683,1.0,0.654,0.0,0.054,0.105,0.673
1991-2000,0.193,0.058,0.316,0.052,0.179,0.396,1.0,0.171,0.054,0.0,0.277,0.79
2001-2010,0.184,0.767,0.393,0.046,0.139,0.553,1.0,0.137,0.105,0.277,0.0,0.244
2011-2018,0.588,0.629,0.687,0.141,0.627,0.553,1.0,0.205,0.673,0.79,0.244,0.0
