,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018
1931-1940,0.0,0.312,0.187,0.286,0.106,0.238,0.028,0.232
1941-1950,0.312,0.0,0.014,0.911,0.875,0.275,0.182,0.545
1951-1960,0.187,0.014,0.0,0.117,0.012,0.097,0.007,0.044
1961-1970,0.286,0.911,0.117,0.0,0.856,0.666,0.204,0.452
1971-1980,0.106,0.875,0.012,0.856,0.0,0.255,0.205,0.863
1981-1990,0.238,0.275,0.097,0.666,0.255,0.0,0.113,0.414
2001-2010,0.028,0.182,0.007,0.204,0.205,0.113,0.0,0.274
2011-2018,0.232,0.545,0.044,0.452,0.863,0.414,0.274,0.0
