timespan_1,timespan_2,distance,drift_magnitude,p_value
1921-1930,1961-1970,4,12.66292161286407,0.0
1941-1950,1961-1970,2,13.616944315482812,0.0
2001-2010,2011-2018,1,4.458085473775446,0.0
1931-1940,2011-2018,8,7.800022618066208,0.001
1931-1940,1961-1970,3,10.019595109918894,0.005
1981-1990,1991-2000,1,9.386997726260525,0.006
1961-1970,1991-2000,3,8.78437920475956,0.006
1981-1990,2001-2010,2,9.466189587273293,0.006
1981-1990,2011-2018,3,9.672347798045841,0.006
1941-1950,1981-1990,4,13.47071248310503,0.007
1991-2000,2011-2018,2,4.240729992564845,0.007
1961-1970,2011-2018,5,8.801014224303243,0.007
1961-1970,1981-1990,2,10.901980330425966,0.012
1931-1940,1981-1990,5,9.915885375410417,0.012
1921-1930,1981-1990,6,11.96908445934221,0.013
1931-1940,2001-2010,7,6.835512269671194,0.013
1961-1970,2001-2010,4,8.54566895461749,0.014
1971-1980,2011-2018,4,6.592298160582767,0.014
1911-1920,1961-1970,5,11.935687304806283,0.015
1941-1950,1971-1980,3,10.815895613307086,0.016
1941-1950,2001-2010,6,10.88068877715128,0.021
1971-1980,2001-2010,3,6.2121939593501505,0.024
1931-1940,1971-1980,4,7.653498922267742,0.026
1921-1930,2011-2018,9,9.62529608617437,0.027
1941-1950,1951-1960,1,15.255788332694982,0.027
1961-1970,1971-1980,1,8.948936278965885,0.028
1921-1930,1951-1960,3,13.996024927103644,0.038
1931-1940,1951-1960,2,12.236543628874433,0.046
1991-2000,2001-2010,1,3.8172976511430092,0.046
