,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1991-2000,2001-2010,2011-2018
1901-1910,0.0,1.0,1.0,0.316,1.0,0.669,0.799,1.0,0.246
1911-1920,1.0,0.0,0.554,0.739,1.0,0.757,0.978,1.0,0.767
1921-1930,1.0,0.554,0.0,0.324,1.0,0.68,0.411,1.0,0.269
1931-1940,0.316,0.739,0.324,0.0,0.337,0.35,0.138,0.326,0.109
1941-1950,1.0,1.0,1.0,0.337,0.0,1.0,1.0,1.0,0.534
1951-1960,0.669,0.757,0.68,0.35,1.0,0.0,0.261,1.0,0.298
1991-2000,0.799,0.978,0.411,0.138,1.0,0.261,0.0,0.809,0.384
2001-2010,1.0,1.0,1.0,0.326,1.0,1.0,0.809,0.0,0.24
2011-2018,0.246,0.767,0.269,0.109,0.534,0.298,0.384,0.24,0.0
