,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1991-2000,2001-2010,2011-2018
1901-1910,0.0,6.751443439953205,8.344928875408431,6.357812849730112,6.6917224314068875,8.982511640245958,6.0459664681884,7.1132336799596185,5.597684966850273
1911-1920,6.751443439953205,0.0,9.449021740590128,6.983902361004057,6.237381125093119,7.759529821138638,5.0294426933371685,7.597212761671442,6.098562916639605
1921-1930,8.344928875408431,9.449021740590128,0.0,8.78247744910613,8.778551331792828,10.596128316175074,8.082325991910917,8.99595820285549,7.533850400767656
1931-1940,6.357812849730112,6.983902361004057,8.78247744910613,0.0,5.963522392700001,7.815667673950012,5.748884500742472,6.720660755141151,5.062890111005007
1941-1950,6.6917224314068875,6.237381125093119,8.778551331792828,5.963522392700001,0.0,8.18223375300885,4.842367798248011,6.790495498757611,5.547344200784333
1951-1960,8.982511640245958,7.759529821138638,10.596128316175074,7.815667673950012,8.18223375300885,0.0,6.85045924765736,8.638209996801729,6.6981505108048465
1991-2000,6.0459664681884,5.0294426933371685,8.082325991910917,5.748884500742472,4.842367798248011,6.85045924765736,0.0,6.0215546238222535,4.388124230660495
2001-2010,7.1132336799596185,7.597212761671442,8.99595820285549,6.720660755141151,6.790495498757611,8.638209996801729,6.0215546238222535,0.0,5.778518761251799
2011-2018,5.597684966850273,6.098562916639605,7.533850400767656,5.062890111005007,5.547344200784333,6.6981505108048465,4.388124230660495,5.778518761251799,0.0
