,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.029,0.064,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1911-1920,0.029,0.0,0.271,0.047,0.0,0.001,0.007,0.0,0.001,0.035,0.027,0.0
1921-1930,0.064,0.271,0.0,0.007,0.002,0.004,0.028,0.019,0.002,0.005,0.01,0.003
1931-1940,0.02,0.047,0.007,0.0,0.0,0.0,0.0,0.0,0.035,0.031,0.107,0.001
1941-1950,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1951-1960,0.0,0.001,0.004,0.0,0.0,0.0,0.449,0.742,0.073,0.352,0.0,0.218
1961-1970,0.0,0.007,0.028,0.0,0.0,0.449,0.0,0.323,0.019,0.006,0.0,0.018
1971-1980,0.0,0.0,0.019,0.0,0.0,0.742,0.323,0.0,0.104,0.109,0.0,0.222
1981-1990,0.0,0.001,0.002,0.035,0.0,0.073,0.019,0.104,0.0,0.081,0.18,0.27
1991-2000,0.0,0.035,0.005,0.031,0.0,0.352,0.006,0.109,0.081,0.0,0.051,0.053
2001-2010,0.0,0.027,0.01,0.107,0.0,0.0,0.0,0.0,0.18,0.051,0.0,0.001
2011-2018,0.0,0.0,0.003,0.001,0.0,0.218,0.018,0.222,0.27,0.053,0.001,0.0
