synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10919,diarium,1901-1910,1911-1920,0.03967579724006696,0.6277215506284922
s10919,diarium,1911-1920,1921-1930,0.012809296532662181,0.5267429514068513
s10919,diarium,1921-1930,1931-1940,0.08898138785177022,1.292702203045501
s10919,diarium,1931-1940,1941-1950,0.05303863851451763,0.06973661813703588
s10919,diarium,1941-1950,1951-1960,0.16175529135080646,0.3709573945853381
s10919,diarium,1951-1960,1961-1970,0.00687593877578192,0.30590698063337735
s10919,diarium,1961-1970,1971-1980,0.03486950992707578,0.6757570035900364
s10919,diarium,1971-1980,1981-1990,0.008819225337294618,0.19516768319935107
s10919,diarium,1981-1990,1991-2000,0.037884456953940424,0.16970860649057193
s10919,diarium,1991-2000,2001-2010,0.05324490711268184,0.919617967187429
