,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.361,0.04,0.088,0.552,0.574,0.807,0.044,0.012,0.013,0.376,0.003
1911-1920,0.361,0.0,0.029,0.45,0.264,0.454,0.629,0.002,0.013,0.066,0.723,0.001
1921-1930,0.04,0.029,0.0,0.079,0.082,0.729,0.521,0.004,0.061,0.184,0.327,0.099
1931-1940,0.088,0.45,0.079,0.0,0.353,0.877,0.555,0.012,0.124,0.388,0.447,0.018
1941-1950,0.552,0.264,0.082,0.353,0.0,0.269,0.669,0.042,0.183,0.107,0.327,0.031
1951-1960,0.574,0.454,0.729,0.877,0.269,0.0,0.618,0.027,0.628,0.872,0.901,0.633
1961-1970,0.807,0.629,0.521,0.555,0.669,0.618,0.0,0.658,0.574,0.516,0.726,0.514
1971-1980,0.044,0.002,0.004,0.012,0.042,0.027,0.658,0.0,0.026,0.011,0.004,0.022
1981-1990,0.012,0.013,0.061,0.124,0.183,0.628,0.574,0.026,0.0,0.029,0.022,0.277
1991-2000,0.013,0.066,0.184,0.388,0.107,0.872,0.516,0.011,0.029,0.0,0.269,0.008
2001-2010,0.376,0.723,0.327,0.447,0.327,0.901,0.726,0.004,0.022,0.269,0.0,0.025
2011-2018,0.003,0.001,0.099,0.018,0.031,0.633,0.514,0.022,0.277,0.008,0.025,0.0
