timespan_1,timespan_2,distance,drift_magnitude,p_value
1911-1920,2011-2018,10,4.583004238134147,0.001
1911-1920,1971-1980,6,11.638290238000375,0.002
1901-1910,2011-2018,11,5.153906694170542,0.003
1921-1930,1971-1980,5,11.532946787064983,0.004
1971-1980,2001-2010,3,11.380611099582836,0.004
1991-2000,2011-2018,2,4.156866476538542,0.008
1971-1980,1991-2000,2,11.476196383446151,0.011
1901-1910,1981-1990,8,5.214296077869625,0.012
1931-1940,1971-1980,4,12.025222302966421,0.012
1911-1920,1981-1990,7,4.294068936167532,0.013
1901-1910,1991-2000,9,3.552078988027341,0.013
1931-1940,2011-2018,8,4.503478015164143,0.018
1971-1980,2011-2018,4,12.225331915155895,0.022
1981-1990,2001-2010,2,4.043861113104284,0.022
2001-2010,2011-2018,1,3.9457687196656943,0.025
1971-1980,1981-1990,1,12.360468523950074,0.026
1951-1960,1971-1980,2,11.420717985424007,0.027
1911-1920,1921-1930,1,3.246734389466239,0.029
1981-1990,1991-2000,1,3.9677658043656745,0.029
1941-1950,2011-2018,7,6.134285953377174,0.031
1901-1910,1921-1930,2,3.8150401349934975,0.04
1941-1950,1971-1980,3,12.003561607926356,0.042
1901-1910,1971-1980,7,11.160955891477998,0.044
