,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1911-1920,0.0,19.68315399673183,18.257469917390523,22.369068768436566,10.177642257294462,20.3256231680005,18.74112118833842,15.709777166987616,16.70276291605264,15.81824092340401,15.796508570490765
1921-1930,19.68315399673183,0.0,12.767544715221549,19.477731303275476,18.790975856328103,14.584907418529507,14.53445436146672,12.547140080334925,11.996958566453742,11.49364690508186,10.910069034307494
1931-1940,18.257469917390523,12.767544715221549,0.0,18.20925679440536,17.054159227745238,13.763084055658098,13.284513219265962,10.695446977944579,10.132898238798084,9.2489714735808,9.387315572481963
1941-1950,22.369068768436566,19.477731303275476,18.20925679440536,0.0,22.05441063665505,20.053893026546685,19.33775453690241,16.894144749314314,16.695327247948295,16.382970963124592,16.20490316102273
1951-1960,10.177642257294462,18.790975856328103,17.054159227745238,22.05441063665505,0.0,19.19693281682381,18.2822617824754,14.91178375548664,16.126583760933475,15.115192145419519,15.12105488173828
1961-1970,20.3256231680005,14.584907418529507,13.763084055658098,20.053893026546685,19.19693281682381,0.0,14.031451783204847,12.182273950541113,11.69254494529975,11.053368919920393,10.642257671203437
1971-1980,18.74112118833842,14.53445436146672,13.284513219265962,19.33775453690241,18.2822617824754,14.031451783204847,0.0,12.39409806530109,10.93852157153745,10.507364312669498,10.530596609850578
1981-1990,15.709777166987616,12.547140080334925,10.695446977944579,16.894144749314314,14.91178375548664,12.182273950541113,12.39409806530109,0.0,7.7091232451756255,6.907111006913021,6.452133656491639
1991-2000,16.70276291605264,11.996958566453742,10.132898238798084,16.695327247948295,16.126583760933475,11.69254494529975,10.93852157153745,7.7091232451756255,0.0,4.923347044157247,5.162894281959669
2001-2010,15.81824092340401,11.49364690508186,9.2489714735808,16.382970963124592,15.115192145419519,11.053368919920393,10.507364312669498,6.907111006913021,4.923347044157247,0.0,3.9611096140584214
2011-2018,15.796508570490765,10.910069034307494,9.387315572481963,16.20490316102273,15.12105488173828,10.642257671203437,10.530596609850578,6.452133656491639,5.162894281959669,3.9611096140584214,0.0
