event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1901-1910,1911-1920,22.607020591690898,0.017,1,1911-1920,consecutive
1,1941-1950,1981-1990,30.934411988339807,0.038,4,"1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
2,1981-1990,2001-2010,40.18164127186811,0.033,2,"1991-2000,2001-2010",sudden_shift
