timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1981-1990,8,33.6995265153116,0.012
1901-1910,1911-1920,1,22.607020591690898,0.017
1981-1990,2001-2010,2,40.18164127186811,0.033
1941-1950,1981-1990,4,30.934411988339807,0.038
