,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.017,0.168,0.274,0.511,0.287,0.699,0.856,0.012,0.637,0.349,0.254
1911-1920,0.017,0.0,0.305,0.339,0.108,0.443,0.806,0.958,0.08,0.851,0.062,0.126
1921-1930,0.168,0.305,0.0,0.854,0.649,0.404,0.796,0.917,0.064,0.759,0.187,0.583
1931-1940,0.274,0.339,0.854,0.0,0.885,0.468,0.896,0.919,0.054,0.815,0.227,0.404
1941-1950,0.511,0.108,0.649,0.885,0.0,0.503,0.882,0.833,0.038,0.743,0.427,0.687
1951-1960,0.287,0.443,0.404,0.468,0.503,0.0,0.84,0.737,0.204,0.832,0.505,0.532
1961-1970,0.699,0.806,0.796,0.896,0.882,0.84,0.0,0.769,0.541,0.889,0.828,0.866
1971-1980,0.856,0.958,0.917,0.919,0.833,0.737,0.769,0.0,0.966,0.97,0.705,0.808
1981-1990,0.012,0.08,0.064,0.054,0.038,0.204,0.541,0.966,0.0,0.537,0.033,0.196
1991-2000,0.637,0.851,0.759,0.815,0.743,0.832,0.889,0.97,0.537,0.0,0.54,0.567
2001-2010,0.349,0.062,0.187,0.227,0.427,0.505,0.828,0.705,0.033,0.54,0.0,0.663
2011-2018,0.254,0.126,0.583,0.404,0.687,0.532,0.866,0.808,0.196,0.567,0.663,0.0
