synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s41205,klima,1901-1910,1911-1920,0.04952721823298929,0.09413712199643963
s41205,klima,1911-1920,1921-1930,0.034492556801079065,0.09981665344575916
s41205,klima,1921-1930,1931-1940,0.023973154869705318,0.1306034969324173
s41205,klima,1931-1940,1941-1950,0.40508613511621855,3.9437755193396877
s41205,klima,1941-1950,1951-1960,0.13943948847331628,0.21608751033593504
s41205,klima,1951-1960,1961-1970,0.060485307935926734,0.10989867566098238
s41205,klima,1961-1970,1971-1980,0.16597329779795478,0.07782260360019413
s41205,klima,1971-1980,1981-1990,0.04878896111749271,0.058228934746041
s41205,klima,1981-1990,1991-2000,0.07884773011778107,0.15137565354605326
s41205,klima,1991-2000,2001-2010,0.1761583183527523,0.10930641809427384
