,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1991-2000
1911-1920,0.0,0.27,0.51,0.683,1.0,1.0
1921-1930,0.27,0.0,0.469,0.513,0.246,0.253
1931-1940,0.51,0.469,0.0,0.689,0.248,0.228
1941-1950,0.683,0.513,0.689,0.0,0.67,0.655
1951-1960,1.0,0.246,0.248,0.67,0.0,1.0
1991-2000,1.0,0.253,0.228,0.655,1.0,0.0
