,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.407,0.534,0.841,0.623,0.263,0.371,0.522,0.139,0.142,0.303,0.364
1911-1920,0.407,0.0,0.682,0.809,0.26,0.129,0.427,0.222,0.082,0.211,0.073,0.147
1921-1930,0.534,0.682,0.0,0.909,0.619,0.215,0.393,0.625,0.4,0.27,0.221,0.427
1931-1940,0.841,0.809,0.909,0.0,0.987,0.984,0.766,0.998,0.77,0.777,0.508,0.643
1941-1950,0.623,0.26,0.619,0.987,0.0,0.633,0.605,0.94,0.711,0.688,0.604,0.571
1951-1960,0.263,0.129,0.215,0.984,0.633,0.0,0.273,0.749,0.242,0.676,0.129,0.17
1961-1970,0.371,0.427,0.393,0.766,0.605,0.273,0.0,0.706,0.215,0.342,0.211,0.382
1971-1980,0.522,0.222,0.625,0.998,0.94,0.749,0.706,0.0,0.939,0.787,0.515,0.811
1981-1990,0.139,0.082,0.4,0.77,0.711,0.242,0.215,0.939,0.0,0.333,0.234,0.362
1991-2000,0.142,0.211,0.27,0.777,0.688,0.676,0.342,0.787,0.333,0.0,0.223,0.529
2001-2010,0.303,0.073,0.221,0.508,0.604,0.129,0.211,0.515,0.234,0.223,0.0,0.565
2011-2018,0.364,0.147,0.427,0.643,0.571,0.17,0.382,0.811,0.362,0.529,0.565,0.0
