,1911-1920,1931-1940,1941-1950,1971-1980
1911-1920,0.0,16.03111890310004,14.62493493161117,28.751521851957964
1931-1940,16.03111890310004,0.0,9.779164875290373,21.854342360526566
1941-1950,14.62493493161117,9.779164875290373,0.0,25.894310442535254
1971-1980,28.751521851957964,21.854342360526566,25.894310442535254,0.0
