synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10649,zeitung,1901-1910,1911-1920,0.011284456260538972,0.5140908065744847
s10649,zeitung,1911-1920,1921-1930,0.0285707152790531,0.2384614740585594
s10649,zeitung,1921-1930,1931-1940,0.015831735800165486,0.6328431912758818
s10649,zeitung,1931-1940,1941-1950,0.007962739652198179,0.4158921903092607
s10649,zeitung,1941-1950,1951-1960,0.017896691486207747,0.1038511551951452
s10649,zeitung,1951-1960,1961-1970,0.006469520176657394,0.5044796438643151
s10649,zeitung,1961-1970,1971-1980,0.011113267893806284,0.48106390657233905
s10649,zeitung,1971-1980,1981-1990,0.010150804527203433,0.20840242332243772
s10649,zeitung,1981-1990,1991-2000,0.027529320259751234,0.13838300395951633
s10649,zeitung,1991-2000,2001-2010,0.0062739452702809066,0.13009627186465025
