1931-1940,1991-2000,2001-2010,2011-2018
0.17439338006079197,-0.04949828237295151,0.010417529847472906,-0.47408914705738425
-0.12534424227972826,0.4252660136669874,-0.17461521849036216,-0.3225893508642912
0.0922155431471765,0.2259500847198069,-0.10288127707317471,-0.11847446067258716
0.4719707425683737,-0.28704255521297456,0.12387282103300096,0.01522202417254448
0.24324348801746964,-0.08295703018084169,0.11279241964221001,0.14675986766815186
0.007311348492900549,0.4373766418546438,-0.8327460784465075,-0.2182875405997038
-0.02041940577328205,0.06136437244713305,-0.160953195951879,0.020672199316322803
-0.3574202513943116,0.3015943344682455,-0.24737024009227754,0.3623383939266205
-0.2746367606644829,0.044829810410738,0.23660347131080925,-0.27511773747392
0.27327097672969103,-0.2386624487116933,0.1263214871287346,-0.6320266649127007
0.09129256134231883,-0.5349301017820836,-0.15281511545181276,0.6119242701679468
-0.019449630907426296,0.3541885933838785,-0.04434003010392189,-0.3565334863960743
0.5841834483047327,-0.6567387782037258,0.20264754593372347,0.05409897863864899
-0.29050641506910324,0.04222873430699109,0.2266148941591382,0.02495134249329567
0.15335157761971155,-0.2675886020064354,0.13750416748225688,0.38931467570364475
0.5006128052870432,-0.6614645436406136,0.23600538270547988,-0.4825947810895741
-0.22458338333914676,0.5234850227832795,-0.056971204653382346,-0.37565610371530056
0.7569425826271375,-0.2677633501589298,-0.22729061171412468,0.16936558857560158
-0.24599682989840707,-0.11883837888017296,-0.009982197359204303,0.5533787459135056
0.2989946727951368,-0.07698780950158834,-0.2529608914628625,0.26636140141636133
0.09300647520770627,0.05194109138101338,0.08319625705480577,-0.02875187247991562
-0.24309389665722847,-0.570388326793909,0.37282745391130445,0.34490304440259933
-0.19807849576075875,0.29776472598314285,0.05550670623779297,0.00796404480934143
-0.5583738529433806,0.30598500557243824,0.10497948341071606,-0.6290209032595158
0.02803676947951317,-0.16808058321475983,0.0681726261973381,-0.15232573449611664
-0.20801260073979688,0.4086892843246459,-0.8790110830217599,0.09857978112995625
0.14468996102611226,0.571561585366726,-0.4749539747834206,-0.28562162071466446
0.10275908970894915,0.09159514382481576,0.09692636802792548,-0.17878462746739388
0.22852504501740137,-0.2023467816412449,-0.2893766812980175,0.7172341421246529
0.28615538294252474,-0.46355632806953506,0.15920059594791383,-0.0878104082075879
0.13996272141230293,0.16851903742062857,-0.5268845468759537,0.6288911886513233
0.18174583464860916,0.03898396044969554,0.6168652970343829,-0.6521640885621309
0.2537123020738363,-0.4267423775047064,0.07406091392040254,0.14704832434654236
-0.12132833277185759,-0.10968245193362236,-0.08643332868814468,0.1431838497519493
-0.23238747101277113,0.3999240489676595,0.05246812403202056,-0.09178346395492554
-0.045657518630226435,0.47903803288936614,0.20375924073159696,-0.38406788371503353
0.1525102974846959,0.574830642156303,-0.3996210724115372,-0.2462492361664772
-0.21604281167189282,0.19218520782887938,-0.11053758636116984,-0.006506580859422684
-0.35958455487464863,0.4585109637118876,0.718312768265605,0.13956735096871853
-0.48185687279328704,0.017461837152950466,0.012365073547698557,0.6270212382078171
-0.48952732087733847,0.2869714637752622,-0.14131021797657012,0.18317966535687447
0.35378694782654446,-0.3318766295909882,0.20911701638251545,0.39667847100645304
-0.3829574783643087,0.4546125829219818,0.04211121750995517,0.2273655910976231
0.29496947986384237,0.00544308088719847,0.06940275654196737,-1.0873893424868584
0.14585261419415474,-0.034490612149238584,0.2329409893602133,-0.2499059047549963
0.2956319482376178,-0.853395938873291,0.5730265453457832,-0.2758314162492752
0.41548742167651653,0.18765257783234118,-0.5054627658799291,0.31653176713734865
-0.02855342999100685,0.042372407764196374,0.36720978245139124,0.46154577657580376
0.20996198182304698,0.029759308695793157,0.05452349372208118,0.0017915198113769293
-0.23372995511939132,0.029816775023937203,0.1945401966571808,-0.15223461389541626
0.06963800018032396,-0.1559255659580231,0.18405554965138438,0.25786970742046833
-0.050598664830128315,0.12944882474839692,0.35703278779983516,-0.3672536611557007
-0.28481520464022947,0.39772456139326096,-0.5345272123813629,-0.009243577718734741
0.1393555998802185,-0.011865648627281178,-0.4460666298866272,0.7691822648048401
-0.24227659652630487,-0.19794130772352214,0.17883144021034236,0.04342135041952133
-0.2395782085756461,0.1071595810353756,0.5827943757176399,-0.18969795107841492
-0.8713959030186137,0.27455331161618235,-0.45662381276488306,0.5086290054023266
0.04204827671249711,-0.43249660588335237,0.4342024163110181,-0.7018290013074875
0.09633633556465308,-0.03955094702541828,-0.4428479727357626,-0.08094500750303268
0.033244436296323926,0.049582835473120215,0.3256370134651661,-0.7252853289246559
-0.0028532023231188433,-0.23025053963065148,0.3635349407792091,0.05350452195852995
0.15525510837323964,0.05451277415268124,-0.02747348025441171,0.1580648384988308
-0.06224803042520455,0.7795652470202186,-0.2614447606727481,0.1966219348832965
-0.1284861428042253,-0.11518284454941752,0.07288636788725855,0.34466803446412086
-0.07361601417263347,0.20100760459899902,-0.2150942161679268,-0.23432821780443192
0.23192700743675232,0.1198342204093934,0.06308236122131339,-0.02022528648376465
-0.2000685681899389,-0.10924764941446485,0.14731299350969496,0.011914297938346863
0.11661356563369434,-0.17942625358700753,0.16703647845424713,-0.3014379853848368
0.3377210237085819,-0.5772056803107262,0.06402018945664167,0.15746657643467188
0.45689551074368256,-0.7440419444348663,-0.1803961500525475,-0.22668833285570145
-0.014213559217751026,-0.43597232550382614,0.19374588504433632,0.13101939484477043
0.613383017713204,-0.07573494114913046,-0.14786373674869538,-0.3158973753452301
-0.22572275654723245,-0.30013617798686026,-0.07989096716046333,0.4882266381755471
-0.03496013581752777,0.22426442950963973,-0.4428125932812691,-0.1813221573829651
0.39330334961414337,-0.2725938409566879,-0.24821370840072632,0.33198222517967224
-0.09013988496735692,0.2332781654782593,-0.3041253577917814,-0.019343161955475807
-0.5241271331906319,0.32328894883394244,0.029354764521121957,-1.445978119969368
0.20093119144439697,-0.19689180999994282,-0.37394033074378963,0.6210177838802338
-0.17711161697904268,-0.130469032144174,0.005640049045905468,-0.24428807199001312
-0.057059855200350285,-0.10022456254810097,0.010172207467257999,0.12479016650468111
0.6753871738910675,-0.328419777750969,0.01993818879127507,-0.2092510461807251
0.25212448959549266,-0.09041200280189514,0.2456874752417207,0.009583313949406147
-0.40856845948534704,0.39479767926968634,-0.16056268103420734,-0.1301002223044634
0.20331395107011002,-0.019316821917891497,0.46312725227326157,-0.44349593576043844
0.5135393893967072,0.3143153999000788,0.07732711005955935,0.09091905038803816
0.6884000276525816,-0.8077779602259397,0.6290182400494814,0.1367731411010027
0.15926800047357875,-0.22289468259550632,0.05811777622438968,-0.12482566386461258
0.6254774493475755,-0.4314675249159336,0.24441010896116494,0.4091104632243514
-0.4532902603968978,-0.059317500330507755,0.295581336831674,-0.3342414235230535
-0.3226235744853815,-0.21797243686160073,0.490263702289667,-0.4298654571175575
-0.65284563601017,0.5231068104505538,0.40066252201795577,-0.40713147073984146
0.5905159354830781,-0.25352560095489024,-0.24864873178303243,0.16360381245613098
-0.03715590698023637,0.2489187937229872,-0.11342472825199368,0.18287662509828806
-0.34232774873574573,-0.1332243740558624,0.6015843398869037,-0.4012652672827244
0.8672111425548792,-0.5399105563759804,-0.1971556417644024,0.034764502197504044
-0.12225825463732082,0.4983313374221325,-0.32998225309420376,0.834645330091007
-0.13444611678520835,-0.049475368391722396,-0.3231219460256398,-0.10030987858772278
-0.8151154834777117,0.771230923011899,-0.8341503292322159,0.8892567679286003
-0.548095628619194,-0.11001195907592776,0.09317920785397293,-0.12772133480757475
0.4571051898722847,-0.25421786326915025,0.11386007741093636,-0.2697374802082777
-0.2291615786962211,0.029324826598167417,0.26806261676829307,0.0915038735838607
0.24322864537437758,0.232778862118721,-0.6464095897972584,-0.154067974537611
-0.258696504868567,-0.3956079993396997,0.4165252938866615,0.024126477539539337
0.0403396279240648,-0.0399478749372065,-0.021018906403332954,-0.19453171640634537
0.4144649825369318,-0.39353989996016026,0.19867802783846855,-0.17117078974843025
0.07857999267677468,-0.3559791431267513,-0.34998792042315474,0.49890489922836423
