,1921-1930,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1921-1930,0.0,0.656,0.336,0.2,0.675,0.748,0.044,0.264
1951-1960,0.656,0.0,0.192,0.199,0.66,0.466,0.185,0.188
1961-1970,0.336,0.192,0.0,0.579,0.2,0.857,0.932,0.887
1971-1980,0.2,0.199,0.579,0.0,0.136,0.97,0.382,0.887
1981-1990,0.675,0.66,0.2,0.136,0.0,0.322,0.045,0.203
1991-2000,0.748,0.466,0.857,0.97,0.322,0.0,0.746,0.985
2001-2010,0.044,0.185,0.932,0.382,0.045,0.746,0.0,0.884
2011-2018,0.264,0.188,0.887,0.887,0.203,0.985,0.884,0.0
