,1921-1930,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1921-1930,0.0,0.656,0.265,0.192,1.0,0.27,0.188,0.206
1951-1960,0.656,0.0,0.401,0.199,0.331,0.148,0.352,0.188
1961-1970,0.265,0.401,0.0,1.0,1.0,0.731,0.341,0.971
1971-1980,0.192,0.199,1.0,0.0,0.748,0.557,0.383,0.89
1981-1990,1.0,0.331,1.0,0.748,0.0,0.497,0.489,0.549
1991-2000,0.27,0.148,0.731,0.557,0.497,0.0,0.241,0.776
2001-2010,0.188,0.352,0.341,0.383,0.489,0.241,0.0,0.556
2011-2018,0.206,0.188,0.971,0.89,0.549,0.776,0.556,0.0
