event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1961-1970,1971-1980,12.2948298548494,0.017,1,1971-1980,consecutive
1,1911-1920,1961-1970,14.483561363302746,0.041,5,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970",sudden_shift
