,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.011,0.489,0.065,0.012,0.645,0.016,0.109,0.055,0.044,0.037,0.0
1911-1920,0.011,0.0,0.038,0.024,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0
1921-1930,0.489,0.038,0.0,0.102,0.004,0.468,0.0,0.151,0.016,0.026,0.024,0.0
1931-1940,0.065,0.024,0.102,0.0,0.008,0.152,0.0,0.022,0.001,0.0,0.005,0.0
1941-1950,0.012,0.0,0.004,0.008,0.0,0.069,0.002,0.01,0.0,0.057,0.128,0.003
1951-1960,0.645,0.008,0.468,0.152,0.069,0.0,0.102,0.175,0.037,0.331,0.221,0.004
1961-1970,0.016,0.0,0.0,0.0,0.002,0.102,0.0,0.0,0.0,0.189,0.006,0.001
1971-1980,0.109,0.0,0.151,0.022,0.01,0.175,0.0,0.0,0.4,0.043,0.272,0.004
1981-1990,0.055,0.0,0.016,0.001,0.0,0.037,0.0,0.4,0.0,0.01,0.158,0.002
1991-2000,0.044,0.0,0.026,0.0,0.057,0.331,0.189,0.043,0.01,0.0,0.481,0.088
2001-2010,0.037,0.0,0.024,0.005,0.128,0.221,0.006,0.272,0.158,0.481,0.0,0.142
2011-2018,0.0,0.0,0.0,0.0,0.003,0.004,0.001,0.004,0.002,0.088,0.142,0.0
