timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,2011-2018,11,5.8552388658624475,0.0
1911-1920,2011-2018,10,6.448865481490745,0.0
1911-1920,1991-2000,8,6.1753574288960955,0.0
1911-1920,2001-2010,9,6.344187996854407,0.0
1911-1920,1981-1990,7,6.54307311738001,0.0
1911-1920,1971-1980,6,6.377743411911479,0.0
1911-1920,1961-1970,5,6.156267512850595,0.0
1911-1920,1941-1950,3,6.169983589948186,0.0
1931-1940,1991-2000,6,5.63372326145144,0.0
1931-1940,1961-1970,3,5.720306464229975,0.0
1941-1950,1981-1990,4,4.940139061383647,0.0
1931-1940,2011-2018,8,5.362765714739156,0.0
1921-1930,2011-2018,9,6.307562819067613,0.0
1921-1930,1961-1970,4,5.4632791785436545,0.0
1961-1970,1981-1990,2,5.2999564498506935,0.0
1961-1970,1971-1980,1,5.4358072770772505,0.0
1931-1940,1981-1990,5,5.1777571292623445,0.001
1961-1970,2011-2018,5,4.792110549839834,0.001
1981-1990,2011-2018,3,4.2777246876079005,0.002
1941-1950,1961-1970,2,4.498487608132945,0.002
1941-1950,2011-2018,7,4.419791321231172,0.003
1921-1930,1941-1950,2,5.672180692201175,0.004
1951-1960,2011-2018,6,4.622434058583346,0.004
1971-1980,2011-2018,4,4.726271634878509,0.004
1931-1940,2001-2010,7,4.851844618971489,0.005
1961-1970,2001-2010,4,4.370951923176186,0.006
1931-1940,1941-1950,1,4.828483814705631,0.008
1911-1920,1951-1960,4,5.0379380407554475,0.008
1941-1950,1971-1980,3,4.586795262324126,0.01
1981-1990,1991-2000,1,4.722916566745182,0.01
1901-1910,1911-1920,1,5.302942331058066,0.011
1901-1910,1941-1950,4,5.088990195206367,0.012
1901-1910,1961-1970,6,4.551734000033613,0.016
1921-1930,1981-1990,6,5.105549937993882,0.016
1931-1940,1971-1980,4,4.919273925124139,0.022
1921-1930,2001-2010,8,4.92244338668335,0.024
1911-1920,1931-1940,2,4.742721744043182,0.024
1921-1930,1991-2000,7,5.11655901725216,0.026
1901-1910,2001-2010,10,4.61746957108399,0.037
1951-1960,1981-1990,3,4.210899668002936,0.037
1911-1920,1921-1930,1,4.979998807440586,0.038
1971-1980,1991-2000,2,4.575048033762036,0.043
1901-1910,1991-2000,9,4.7569310991204805,0.044
