synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s24528,universität,1901-1910,1911-1920,0.016910216022600396,0.10852097964321336
s24528,universität,1911-1920,1921-1930,0.006403621762772215,0.1314300069441259
s24528,universität,1921-1930,1931-1940,0.009620709056040323,0.22034816269019014
s24528,universität,1931-1940,1941-1950,0.022853836327405456,0.09334510207938149
s24528,universität,1941-1950,1951-1960,0.022694618132654974,0.11959106434770475
s24528,universität,1951-1960,1961-1970,0.030111231767498796,0.5396273947709807
s24528,universität,1961-1970,1971-1980,0.02926481412499593,0.09896651823067139
s24528,universität,1971-1980,1981-1990,0.02802812334562348,1.1369016061458925
s24528,universität,1981-1990,1991-2000,0.030086388261787625,0.09656696547715121
s24528,universität,1991-2000,2001-2010,0.005241316538556645,0.14025474611527222
