event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1901-1910,1911-1920,2.8904631127436584,0.0,4,"1911-1920,1921-1930,1931-1940,1941-1950",consecutive
1,1911-1920,1921-1930,2.25150054319767,0.009,2,"1921-1930,1931-1940",consecutive
2,1921-1930,1931-1940,1.9777951597884926,0.013,2,"1931-1940,1941-1950",consecutive
3,1931-1940,1981-1990,3.5894027167458686,0.0,5,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
4,1931-1940,2001-2010,3.8567126532488736,0.0,7,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
5,1931-1940,2011-2018,3.7548688178434966,0.001,8,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
6,1941-1950,1981-1990,4.126260942310113,0.0,4,"1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
7,1941-1950,2001-2010,4.156647259339341,0.001,6,"1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
8,1941-1950,2011-2018,3.9511533548727367,0.001,7,"1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
9,1951-1960,1981-1990,5.757183678441074,0.007,3,"1961-1970,1971-1980,1981-1990",sudden_shift
10,1951-1960,1991-2000,6.079815713696625,0.01,4,"1961-1970,1971-1980,1981-1990,1991-2000",sudden_shift
11,1951-1960,2001-2010,5.678560473713991,0.006,5,"1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
12,1951-1960,2011-2018,5.635485772506613,0.047,6,"1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
