synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s41205,klima,1901-1910,1911-1920,0.015744450437279678,0.16149274039635172
s41205,klima,1911-1920,1921-1930,0.007405985288600203,0.1836008793257557
s41205,klima,1921-1930,1931-1940,0.005625812853045035,0.22741127700941338
s41205,klima,1931-1940,1941-1950,0.042262968102235815,2.985436485720473
s41205,klima,1941-1950,1951-1960,0.03990172991114817,1.2233245090656826
s41205,klima,1951-1960,1961-1970,0.011861904222713401,0.2101943654547736
s41205,klima,1961-1970,1971-1980,0.014743991825435484,0.37634281013226617
s41205,klima,1971-1980,1981-1990,0.059190752427070635,0.24070796275838868
s41205,klima,1981-1990,1991-2000,0.014676243439306857,0.08113484533282561
s41205,klima,1991-2000,2001-2010,0.020428220873043156,0.15314745401656968
