embedding_dim,drift_magnitude
0,0.4000118466561578
1,0.20513092475794392
2,0.2889026627335267
3,0.5570694999610777
4,0.3308421482464401
5,0.4723421326891864
6,0.37249369364917045
7,0.3108791737690481
8,0.35945169794202764
9,0.30858097379904337
10,0.3670182723651754
11,0.3413482158004641
12,0.2766830314612827
13,0.420978437120404
14,0.21208672569847606
15,0.38687392518232117
16,0.538506510675303
17,0.41667334087784114
18,0.4052445266199037
19,0.27201175930123733
20,0.4450717696170903
21,0.541145461356132
22,0.29855394128548096
23,0.15607090177156996
24,0.36168321092339534
25,0.3783545429038277
26,0.20287823178652756
27,0.1705874663451568
28,0.21059386089027882
29,0.15569468479894621
30,0.3019539826336881
31,0.22224347176742212
32,0.2900983134446597
33,0.3767551212390693
34,0.39622096717396277
35,0.2484169540289575
36,0.2723750974453635
37,0.45619973877233955
38,0.8753376494469777
39,0.2976157394652875
40,0.4216400943785598
41,0.4640530715724828
42,0.40622202455198775
43,0.3029847659920818
44,0.11514423695005177
45,0.39053951638118417
46,0.2632756291442964
47,0.2901547604443011
48,0.26729016402277184
49,0.3585085010800767
50,0.40362316840562346
51,0.2763657600065729
52,0.23252950554277232
53,0.24983161076401844
54,0.4191308728910143
55,0.3738136544897861
56,0.4400784443147141
57,0.4716626949092557
58,0.3692086753570388
59,0.2410997076940716
60,0.43312581135205636
61,0.4803302238754684
62,0.307388666724875
63,0.22965401027136337
64,0.25658882868149574
65,0.3047641195033844
66,0.30246698564999785
67,0.3169331206810804
68,0.3624678313419444
69,0.3588511818987875
70,0.36266870104194665
71,0.5134843653088039
72,0.2184078497660826
73,0.3368508909862272
74,0.3398283126977294
75,0.34622920103735044
76,0.21385499813742534
77,0.398191095164538
78,0.5816816999002942
79,0.37777216377857326
80,0.5782598293033188
81,0.3579036994936001
82,0.2676246916676031
83,0.4043142774111232
84,0.44323235415071494
85,0.2534584971874534
86,0.5173174887316346
87,0.3161078214859529
88,0.5360001176738475
89,0.3773861642373936
90,0.5989162811431065
91,0.4204837765381162
92,0.4426780165254054
93,0.33374317847052004
94,0.282390503693659
95,0.26796453896087247
96,0.43084589759471625
97,0.2430265304366088
98,0.22402052693625998
99,0.4711436455213111
100,0.7070601861198751
101,0.12863718817638317
102,0.30781632081522753
103,0.337453492271079
104,0.3656625207418383
105,0.42522526614469724
106,0.31166495481992895
107,0.22828061355556098
108,0.2762645949955191
109,0.40142916874948625
110,0.5027134379476519
111,0.5099631244253428
112,0.3748381445964544
113,0.9341208845165523
114,0.25972152326686987
115,0.3310122173813291
116,0.5668097790994318
117,0.20105251585130757
118,0.2375236273089498
119,0.510710768234332
120,0.31108420811062987
121,0.526914781317279
122,0.5446206392142221
123,0.1634231836764597
124,0.38694203631957025
125,0.2813728773347371
126,0.4848305832358591
127,0.27704473596327933
128,0.4227651825917059
129,0.4948035640124695
130,0.501511919063141
131,0.4820912780897486
132,0.4379829692739248
133,0.4030887697415634
134,0.6996257613282297
135,0.41776859212784967
136,0.4943088007345549
137,0.22583782704776514
138,0.5666336935521287
139,0.5227118831825278
140,0.4418413756248918
141,0.2903104838708188
142,0.3272166779980885
143,0.26053893454679883
144,0.43080153035725804
145,0.36772278293759847
146,0.39217120929441057
147,0.32846580315583834
148,0.3216705450372896
149,0.1811447008437514
150,0.3287830686681042
151,0.3253946552643408
152,0.38186122616353924
153,0.38480272481598254
154,0.2956324337786955
155,0.5108672186031742
156,0.47388479390136645
157,0.28166767849095053
158,0.49195369816864204
159,0.45834940258782
160,0.45182300300683564
161,0.1639391912349996
162,0.29034735323235106
163,0.21567457913394658
164,0.3003536554517656
165,0.27016784983640885
166,0.3359763579292339
167,0.5905595145628222
168,0.26815673117537514
169,0.3234365208883158
170,0.22861652580247857
171,0.3929263177370805
172,0.17902406135920446
173,0.32627393602996957
174,0.23277138215349566
175,0.5273213555650401
176,0.13383666869196192
177,0.27711441876084375
178,0.33095512722006126
179,0.24983883847203214
180,0.43699303503647985
181,0.5026495088498742
182,0.3145353235152139
183,0.19335083969205236
184,0.2450512411673489
185,0.6019179689201728
186,0.22814395654981437
187,0.46390756257287263
188,0.5717411780195405
189,0.4980572628397485
190,0.30630199850214335
191,0.354835767180341
192,0.3406979734264929
193,0.34172636360870434
194,0.2834651878332531
195,0.17300106757124126
196,0.3111603168106216
197,0.33934949195385716
198,0.2582639757560637
199,0.7711124563044106
200,0.2615677035032539
201,0.3588713963422937
202,0.2463552658995722
203,0.26371183075190224
204,0.282933068897316
205,0.298581876552692
206,0.3458715214183213
207,0.5084384102470494
208,0.3435779360203719
209,0.32044812781617754
210,0.32345617748928657
211,0.341396051210527
212,0.44268068611412315
213,0.18611081086860506
214,0.2610890632543555
215,0.48576118657100237
216,0.4040790888528077
217,0.448669689019515
218,0.3910574651771069
219,0.36090590387854893
220,0.23310568027858228
221,0.2538672225844929
222,0.48893296642331224
223,0.23325169792530995
224,0.3435919576400174
225,0.41640300235809885
226,0.28380266492685174
227,0.27209616484300303
228,0.4595321676699964
229,0.2216313917571021
230,0.15405028894804984
231,0.22124432725097223
232,0.33690051076200017
233,0.45191788538078237
234,0.2994413843641191
235,0.500066720025488
236,0.4367956290556638
237,0.25784276159658487
238,0.25419445049326367
239,0.273815423185693
240,0.40378458399121797
241,0.5025057850558537
242,0.31480996474437223
243,0.29452576431239563
244,0.12785753381623013
245,0.31117978474237223
246,0.4387528960211027
247,0.4553716194833402
248,0.3093584298791451
249,0.3101813720153096
250,0.3851857642327268
251,0.3776033823458031
252,0.31535381808458834
253,0.6534445928804957
254,0.4344329479809365
255,0.18323344101816255
256,0.18151505102773247
257,0.281802182214826
258,0.2579886247859755
259,0.4838134118136976
260,0.3247875640638567
261,0.4327994188392795
262,0.4063937049495963
263,0.18251875921169414
264,0.35398038006256316
265,0.396211988279497
266,0.1749541762955502
267,0.2252794751402864
268,0.27145533169409
269,0.38356800245615014
270,0.44920813327692266
271,0.26302253381799406
272,0.1870290085175262
273,0.3753207036696025
274,0.2357998566124448
275,0.32628258997775095
276,0.17410452888505568
277,0.33826048716242973
278,0.3165176161954174
279,0.3658747568682197
280,0.2764440567186773
281,0.3342965521244292
282,0.4359728248244718
283,0.16624169722837256
284,0.2779544537092095
285,0.28704951520531435
286,0.4560735044603644
287,0.3582718055225192
288,0.5241448666922991
289,0.4621658913672707
290,0.3763675685766596
291,0.36339375141554625
292,0.5365523379140935
293,0.22875416233237128
294,0.3700184847755005
295,0.36703761523401773
296,0.3274131340215917
297,1.1741589023166519
298,0.4393920197906257
299,0.24953317831576696
300,0.8256002922464416
301,0.2714785397567264
302,0.30134410517844584
303,0.35085601340032185
304,0.2546739818741695
305,0.21097153348572956
306,0.7699942970748849
307,0.352696384656204
308,0.385432298508085
309,0.29435723280019543
310,0.2821482610985094
311,0.18907930204885534
312,0.37799515775089604
313,0.18544731853195018
314,0.41398964195782517
315,0.45039565783413715
316,0.4239300014602392
317,0.33395668397921735
318,0.3598957400111596
319,0.3565178735222787
320,0.31307687113177346
321,0.5240205687568881
322,0.5406949890016782
323,0.3568474458992261
324,0.16346955004432387
325,0.4171141331676268
326,0.665525588674082
327,0.2537598546250886
328,0.2513920964058521
329,0.37743418730616823
330,0.34430564126884255
331,0.44777205720552293
332,0.24950779874214504
333,0.25332826877501363
334,0.16211076267177604
335,0.4033328076107777
336,0.3964414161820448
337,0.4902503330870453
338,0.26854718718112597
339,0.20334528452812742
340,0.22529974626448357
341,0.48161047174146704
342,0.33307459489133173
343,0.5342885962369652
344,0.3179230290039028
345,0.20431413440154148
346,0.5670378539590395
347,0.5483650619459195
348,0.27695245241547534
349,0.36929300229401635
350,0.17982611365819437
351,0.36906048490223087
352,0.625851194890961
353,0.3294057096435456
354,0.38233161830692713
355,0.2816138186619038
356,0.3247651661567085
357,0.3814203314885241
358,0.35291767013122205
359,0.23819866592281544
360,0.24328474125205524
361,0.5941975506653122
362,0.26084562981533327
363,0.6426256898346053
364,0.3425967994026475
365,0.2852314705771485
366,0.26156594507402764
367,0.33165333826925203
368,0.22154595124018955
369,0.38113449689953427
370,0.3437542655825865
371,0.22233734178584103
372,0.5317273997777113
373,0.25929050195197995
374,0.3047912190664432
375,0.4225456890308204
376,0.4233629587016347
377,0.2570990662893192
378,0.3121563231842415
379,0.2256696424422319
380,0.39192931623863464
381,0.21211383367679193
382,0.4012466244107918
383,0.19890175357097556
384,0.3702596820425311
385,0.586218155491073
386,2.0788983029628345
387,0.4320870241136513
388,0.38885759957635946
389,0.23784363009419734
390,0.3900639615255287
391,0.4859042702354904
392,0.2751278900882609
393,0.11279697847131413
394,0.388600403251472
395,0.31809895571046515
396,0.2624281234975238
397,0.47833940235642525
398,0.3867827663368964
399,0.2535522450838321
400,0.2116210297314012
401,0.3875429627910674
402,0.29487943341043904
403,0.47280784640847795
404,1.0349415485110878
405,0.35733887349916743
406,0.3423234614750205
407,0.38131339435506073
408,0.6331942337582769
409,0.3607669773926124
410,0.4967420190045253
411,0.2708564731833168
412,0.14758413041800608
413,0.2202852165837405
414,0.291602173304027
415,0.2651146020898767
416,0.2803476572922542
417,0.3940465077976488
418,0.3629739942393635
419,0.4169186298701983
420,0.36757769514273
421,0.4115163551756241
422,0.16430333623517296
423,0.5196420358188375
424,0.560050806656196
425,0.2953378511965513
426,0.2282928456353301
427,0.6287943430280764
428,0.5643734130589475
429,0.20474270829465518
430,0.14363535655984971
431,0.31054798578968595
432,0.467755073233358
433,0.5406747844404123
434,0.28808225701881857
435,0.3365835441965919
436,0.3117219277383281
437,0.23003847098585276
438,0.4268878029550338
439,0.37354434369046513
440,0.1593869344461005
441,0.5874873722486423
442,0.1986981057732403
443,0.45778917715620737
444,0.3640494408008515
445,0.2789841690491428
446,0.4465909878523261
447,0.5481261731193428
448,0.5847186837645056
449,0.4023144469643558
450,0.5332570650325713
451,0.5659533973143629
452,0.15614319808323668
453,0.7716447285981213
454,0.3787615653469717
455,0.3791728667826385
456,0.6148485809381123
457,0.7042199237893355
458,0.21960821916810958
459,0.29444018444035264
460,0.46284760449912526
461,0.4473903401905855
462,0.30521553572291193
463,0.3497576157448837
464,0.4726388242183477
465,0.7237388658829345
466,0.25352116925005136
467,0.24905752723045352
468,0.3597907133616663
469,0.3960485067080875
470,0.3088413280190184
471,0.13908665509880164
472,0.2862122361744228
473,0.23942657256092179
474,0.4472251727719569
475,0.14089740782956156
476,0.2867404408778127
477,0.42227781825929306
478,0.2768367885675617
479,0.2542229503649221
480,0.28748060319417656
481,0.21337713212336495
482,0.4426066589176973
483,0.3312833948435568
484,0.26518330504842896
485,0.3877070577081433
486,0.29461420291502466
487,0.4205938714254308
488,0.27064969210563017
489,0.2837332873001344
490,0.26389056576941156
491,0.34479752012058174
492,0.19257359767863352
493,0.2665412344091459
494,0.5236111961140175
495,0.1948307692433282
496,0.22164035908415408
497,0.4054244726339627
498,0.651694512896017
499,0.32600506581961464
500,0.3087225027600943
501,0.350141650083172
502,0.2124872552020278
503,0.37388745667026974
504,0.3398095468077833
