timespan_1,timespan_2,distance,drift_magnitude,p_value
1951-1960,2001-2010,5,5.832985457603412,0.001
1901-1910,2001-2010,10,9.94480378244472,0.005
1901-1910,2011-2018,11,10.532314821999273,0.007
1911-1920,2001-2010,9,7.870480569621589,0.02
1901-1910,1961-1970,6,8.859551035970128,0.022
1911-1920,2011-2018,10,8.207335821977846,0.023
1971-1980,2001-2010,3,4.4418522895508445,0.024
1951-1960,2011-2018,6,6.260838740175909,0.025
1901-1910,1951-1960,5,9.324092513419737,0.028
1931-1940,2001-2010,7,6.398679837690818,0.031
1951-1960,1981-1990,3,5.422542823476516,0.033
1901-1910,1971-1980,7,8.656694741676457,0.033
1901-1910,1991-2000,9,8.66425883318925,0.035
1921-1930,2001-2010,8,8.388514178025291,0.045
1921-1930,1951-1960,3,9.010731902343602,0.047
