,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.22,0.642,0.122,0.046,0.052,0.124,0.054,0.043,0.103,0.063,0.041
1911-1920,0.22,0.0,0.589,0.98,0.429,0.503,0.409,0.876,0.864,0.791,0.653,0.87
1921-1930,0.642,0.589,0.0,0.225,0.238,0.088,0.125,0.126,0.335,0.3,0.153,0.217
1931-1940,0.122,0.98,0.225,0.0,0.118,0.201,0.294,0.932,0.581,0.483,0.475,0.367
1941-1950,0.046,0.429,0.238,0.118,0.0,0.011,0.01,0.006,0.102,0.075,0.005,0.0
1951-1960,0.052,0.503,0.088,0.201,0.011,0.0,0.003,0.003,0.001,0.064,0.015,0.186
1961-1970,0.124,0.409,0.125,0.294,0.01,0.003,0.0,0.215,0.022,0.008,0.0,0.004
1971-1980,0.054,0.876,0.126,0.932,0.006,0.003,0.215,0.0,0.041,0.002,0.001,0.003
1981-1990,0.043,0.864,0.335,0.581,0.102,0.001,0.022,0.041,0.0,0.053,0.007,0.011
1991-2000,0.103,0.791,0.3,0.483,0.075,0.064,0.008,0.002,0.053,0.0,0.083,0.187
2001-2010,0.063,0.653,0.153,0.475,0.005,0.015,0.0,0.001,0.007,0.083,0.0,0.244
2011-2018,0.041,0.87,0.217,0.367,0.0,0.186,0.004,0.003,0.011,0.187,0.244,0.0
