,1921-1930,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1921-1930,0.0,0.305,0.076,0.07,0.323,0.178,0.664,0.072
1951-1960,0.305,0.0,0.192,0.199,0.331,0.148,0.352,0.188
1961-1970,0.076,0.192,0.0,0.644,0.803,0.534,0.103,0.012
1971-1980,0.07,0.199,0.644,0.0,0.184,0.588,0.116,0.109
1981-1990,0.323,0.331,0.803,0.184,0.0,0.235,0.438,0.064
1991-2000,0.178,0.148,0.534,0.588,0.235,0.0,0.307,0.177
2001-2010,0.664,0.352,0.103,0.116,0.438,0.307,0.0,0.364
2011-2018,0.072,0.188,0.012,0.109,0.064,0.177,0.364,0.0
